,RecentPrice,Beta,AnnualDividendRate,ROE(%),ROA(%),ProfitMargin(%),TotalCash,TotalDebt,OutstandingShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,shortLongTermDebt,incomeBeforeTax,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,netIncome,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToAccountReceivables,changeToNetincome,capitalExpenditures,netBorrowings,otherCashflowsFromFinancingActivities,MarketCap
PEP,171.8999938965,1.1125609756097563,4.2,55.41,7.98,10.62,49500000.0,2580200000.0,1380000000.0,18875000000.0,3924000000.0,77264000000.0,15872000000.0,783000000.0,93254000000.0,23000000.0,1893000000.0,65336000000.0,15164000000.0,18531000000.0,-53411000000.0,8090000000.0,6506000000.0,25077000000.0,-15125000000.0,21257000000.0,23710000000.0,2791000000.0,-21534000000.0,9545000000.0,37023000000.0,4364000000.0,20060000000.0,1259538676.4705882,3045000000.0,2224000000.0,7464000000.0,10804000000.0,3340000000.0,3340000000.0,-232000000.0,802000000.0,20189000000.0,16849000000.0,9385000000.0,-295000000.0,2243000000.0,2224000000.0,2000000.0,1213000000.0,-914000000.0,-2277000000.0,-6000000.0,46000000.0,2224000000.0,1061000000.0,-9000000.0,-42000000.0,4294000000.0,650000000.0,5000000.0,-1486000000.0,-202000000.0,55000000.0,-971000000.0,-828000000.0,1247087705.357143,237221991577.17
PFG,73.9499969482,1.6,2.36,10.74,0.45,12.28,143100000.0,269400000.0,265070000.0,5326300000.0,10436500000.0,282435900000.0,16070700000.0,167400000.0,298908400000.0,4800000.0,821000000.0,12583900000.0,275203900000.0,1648400000.0,-6954500000.0,200541300000.0,3145400000.0,2952300000.0,1619200000.0,1065400000.0,6951000000.0,83376000000.0,12792900000.0,2336300000.0,4279700000.0,3778022597.938144,2626800000.0,83800000.0,428100000.0,359900000.0,1196500000.0,1624600000.0,428100000.0,428100000.0,-145599757.57575756,63800000.0,3423700000.0,2995600000.0,1799100000.0,0.0,364300000.0,359900000.0,-777700000.0,0.0,-1924500000.0,1679100000.0,301243676.4705882,14400000.0,359900000.0,728000000.0,-203500000.0,-22260245.61403509,973400000.0,509183055.9440559,107816635.51401868,-168200000.0,-336094604.83870965,613500000.0,-63100000.0,-300000.0,2036700000.0,19601925691.059372
PG,158.5700073242,0.45,3.32,31.09,9.51,18.52,48200000.0,794200000.0,2420000000.0,23538000000.0,65432000000.0,76523000000.0,43762000000.0,8278249846.715328,121416000000.0,4009000000.0,4346088436.090225,110393000000.0,16174000000.0,40315000000.0,-136072000000.0,10507000000.0,11544000000.0,38027000000.0,-14529000000.0,21357000000.0,25545000000.0,154000000.0,-20091000000.0,5241000000.0,22322000000.0,6673000000.0,14154000000.0,13331000000.0,5239000000.0,4223000000.0,5049000000.0,10289000000.0,5240000000.0,5240000000.0,-106000000.0,997000000.0,20953000000.0,15713000000.0,10664000000.0,-1000000.0,4242000000.0,4153000000.0,3000000.0,170000000.0,-960000000.0,-2858000000.0,94000000.0,567000000.0,4223000000.0,1174000000.0,-4754000000.0,-129000000.0,5121000000.0,684000000.0,107816635.51401868,-2171000000.0,368000000.0,13000000.0,-626000000.0,3500000000.0,1247087705.357143,383739417724.56396
PGR,112.1100006104,1.1125609756097563,4.9,19.0,4.09,7.03,19300000.0,278600000.0,58440000.0,1472900000.0,1772900000.0,52900700000.0,17737700000.0,15674300000.0,71132300000.0,584400000.0,5188000000.0,15339700000.0,297800000.0,452700000.0,40700000.0,1150500000.0,187100000.0,47595600000.0,40700000.0,1309900000.0,16174800000.0,50571500000.0,17167700000.0,9399500000.0,4898800000.0,3778022597.938144,31848900000.0,1259538676.4705882,1203900000.0,962300000.0,1627970673.9130435,1318300000.0,1255500000.0,1255500000.0,-51600000.0,241600000.0,12485100000.0,11229600000.0,11166800000.0,-51600000.0,962300000.0,955500000.0,763700000.0,-1688900000.0,455300000.0,-990800000.0,530700000.0,71203177.08333333,962300000.0,-83400000.0,-55800000.0,-22260245.61403509,452100000.0,90400000.0,-256300000.0,-935000000.0,847200000.0,-359800000.0,-55200000.0,-377467239.6694215,1247087705.357143,6551708435.671776
PLD,162.6999969482,0.81,2.47,5.89,1.98,40.22,7900000.0,477600000.0,739330000.0,7987129705.426356,35526671000.0,20259196000.0,32442169000.0,11770000.0,57016670000.0,7393000.0,647800000.0,23765154319.148937,1250776000.0,10145954223.880596,-3091895000.0,2651486000.0,585071000.0,1453552000.0,-3091895000.0,45479990000.0,1232871000.0,7652323000.0,32442169000.0,6024967443.661972,17135668000.0,3778022597.938144,1441776000.0,6000.0,857166000.0,723538000.0,66970000.0,965871000.0,503682000.0,503682000.0,-63638000.0,59435000.0,1274867000.0,771185000.0,308996000.0,353484000.0,797731000.0,722007000.0,-77416000.0,252851000.0,-380568000.0,-443816000.0,301243676.4705882,71203177.08333333,723538000.0,-16375000.0,-962000.0,-6064000.0,814073000.0,390806000.0,-8513000.0,-468179000.0,-229041000.0,-326545000.0,-582493429.6296296,290756000.0,-265431000.0,120288988743.7127
PNR,52.4300003052,1.12,0.79,24.56,9.0,14.69,5699999.999999999,405600000.0,165480000.0,428000000.0,1582700000.0,2331700000.0,2421900000.0,265100000.0,4753600000.0,1700000.0,6400000.0,1051400000.0,323300000.0,2504500000.0,-213900000.0,122600000.0,94500000.0,1051700000.0,-213900000.0,394500000.0,1304000000.0,28960695355.140186,-510600000.0,583100000.0,894100000.0,562900000.0,385700000.0,1259538676.4705882,151700000.0,148700000.0,159800000.0,328200000.0,146900000.0,146900000.0,-1000000.0,3100000.0,988600000.0,841700000.0,660400000.0,4800000.0,148600000.0,148700000.0,-311141535.35353535,34900000.0,-276300000.0,119600000.0,-19100000.0,9500000.0,148700000.0,-78700000.0,-50000000.0,4900000.0,73100000.0,19800000.0,107816635.51401868,-33100000.0,-63800000.0,-2100000.0,-21600000.0,195000000.0,-1800000.0,8676116450.504496
PPL,29.2000007629,1.1125609756097563,1.66,0.13,2.28,-25.59,48600000.0,827700000.0,750720000.0,343000000.0,12303000000.0,19500000000.0,13723000000.0,987000000.0,33223000000.0,8000000.0,106000000.0,2572000000.0,6385000000.0,716000000.0,-1160000000.0,1625000000.0,3571000000.0,2323000000.0,-157000000.0,25532000000.0,5007000000.0,28960695355.140186,12664000000.0,948000000.0,10745000000.0,322000000.0,679000000.0,475000000.0,190000000.0,134000000.0,-3000000.0,634000000.0,311000000.0,311000000.0,-108000000.0,48000000.0,1485000000.0,1174000000.0,851000000.0,-121000000.0,142000000.0,134000000.0,-311141535.35353535,56000000.0,-514000000.0,-974000000.0,-107000000.0,4000000.0,134000000.0,-1196000000.0,-721000000.0,-22260245.61403509,292000000.0,281000000.0,-1000000.0,-318000000.0,-81000000.0,57000000.0,-513000000.0,67000000.0,-6000000.0,21921024572.72429
RCL,82.5800018311,2.65,0.0,-71.24,-6.98,0.0,129100000.0,3331900000.0,254790000.0,7987129705.426356,7547210000.0,26198068000.0,6467498000.0,2845455000.0,32665566000.0,2827000.0,70391000.0,1659244000.0,434398000.0,809373000.0,-2741783000.0,1418469000.0,3289326000.0,5242920000.0,-675824000.0,26259936000.0,4167381000.0,10407000.0,5658125000.0,397232000.0,19797377000.0,142408000.0,461411000.0,924452000.0,-1424554000.0,-1424554000.0,330472000.0,-349683000.0,-1006062000.0,-1006062000.0,-430661000.0,0.0,456958000.0,1463020000.0,806641000.0,-418492000.0,-1424554000.0,-1424554000.0,-311141535.35353535,69142000.0,-376559000.0,-180433000.0,449680000.0,71203177.08333333,-1424554000.0,-961043000.0,-1082745008.3333333,-836000.0,-403215000.0,325907000.0,-8463000.0,-416011386.7924528,-44973000.0,172184000.0,-368096000.0,-27020000.0,-153413000.0,21040558666.54597
RE,290.5700073242,0.7000000000000001,6.2,10.34,2.3,8.79,452500000.0,191500000.0,39370000.0,797735000.0,2266342000.0,26627462000.0,9978635000.0,4425172000.0,36606097000.0,698000.0,2385744000.0,11330097000.0,19764114000.0,10145954223.880596,-3618502000.0,1678141000.0,1068441000.0,5262400000.0,203733000.0,15228179797.202797,8128135000.0,26002086000.0,9978635000.0,3408338000.0,1600948000.0,3778022597.938144,503961000.0,1259538676.4705882,-87719000.0,-73468000.0,17817000.0,-37763000.0,-55580000.0,-55580000.0,-15539000.0,-14251000.0,2942023000.0,2997603000.0,2979786000.0,-32139000.0,-73468000.0,-73468000.0,-1073302000.0,427447000.0,-969127000.0,-223420000.0,973888000.0,71203177.08333333,-73468000.0,-37904000.0,-161156000.0,-7936000.0,1162579000.0,509183055.9440559,104175000.0,-61457000.0,-236967000.0,90861000.0,-582493429.6296296,-377467239.6694215,-807000.0,11439741188.353754
REGN,733.0200195312,1.1125609756097563,2.013416666666666,54.21,26.25,50.24,535000000.0,143800000.0,105720000.0,7987129705.426356,10699241944.88189,83712335918.91891,22965153516.778522,8278249846.715328,107629966641.89189,2716837500.0,4346088436.090225,23765154319.148937,11839820700.680273,10145954223.880596,-11337563687.07483,23267119371.62162,7257747000.0,51747590040.54054,-1552249020.689655,15228179797.202797,32431518135.135136,28960695355.140186,7132548738.2550335,6024967443.661972,18899216510.638298,3778022597.938144,35909485342.46575,1259538676.4705882,1627466946.3087249,,1627970673.9130435,4041874516.7785234,1612219751.6778524,1730433241.6107383,-145599757.57575756,290304637.58389264,9826822899.32886,8096389657.718121,5784948382.550336,-102966295.30201343,1337162308.7248323,1327182093.9597316,-311141535.35353535,446403187.9194631,-1304914794.5205479,-478747205.4794521,301243676.4705882,71203177.08333333,,414127705.4794521,-1082745008.3333333,-22260245.61403509,2215622780.821918,509183055.9440559,107816635.51401868,-416011386.7924528,-336094604.83870965,17521561.643835615,-582493429.6296296,-377467239.6694215,1247087705.357143,77494876464.83846
RHI,108.5599975586,1.54,1.48,41.84,14.39,8.76,57900000.0,204100000.0,111330000.0,3852000.0,1222117000.0,1615675000.0,1316043000.0,56613000.0,2931718000.0,111000.0,507640000.0,112915000.0,85604000.0,222892000.0,-19100000.0,146280000.0,633719000.0,1341602000.0,-19100000.0,324943000.0,2233751000.0,28960695355.140186,1089299000.0,1005633000.0,18899216510.638298,3778022597.938144,154767000.0,62000.0,227658000.0,170871000.0,495576000.0,725327000.0,229179000.0,229179000.0,-145599757.57575756,56787000.0,1712566000.0,1483387000.0,987239000.0,-1521000.0,170871000.0,170871000.0,-311141535.35353535,15002000.0,-18685000.0,-108692000.0,110339000.0,71203177.08333333,170871000.0,90914000.0,-66774000.0,-6502000.0,224793000.0,13393000.0,-10002000.0,-41858000.0,-107221000.0,-4339000.0,-8683000.0,-60000.0,1247087705.357143,12085984528.198938
RJF,111.8000030518,1.19,1.04,18.13,2.57,14.3,964200000.0,463700000.0,206160000.0,222000000.0,2088000000.0,53588000000.0,8245000000.0,557000000.0,61891000000.0,2000000.0,288000000.0,7633000000.0,33365000000.0,660000000.0,-1478000000.0,1532000000.0,7201000000.0,16980000000.0,-41000000.0,945000000.0,49902000000.0,8630000000.0,7363000000.0,29736000000.0,2895000000.0,3778022597.938144,13991000000.0,1259538676.4705882,560000000.0,429000000.0,1902000000.0,2521000000.0,0.0,547000000.0,-145599757.57575756,131000000.0,2672000000.0,2125000000.0,151000000.0,13000000.0,429000000.0,428000000.0,-614000000.0,2611000000.0,-1983000000.0,2105000000.0,1367000000.0,11000000.0,429000000.0,4585000000.0,-1000000.0,-38000000.0,4501000000.0,-25000000.0,-5000000.0,-55000000.0,5000000.0,52000000.0,25000000.0,-2000000.0,2152000000.0,23048688629.15909
RL,108.5199966431,1.46,1.38,18.53,6.23,8.38,209899999.99999997,1262900000.0,48740000.0,107600000.0,2729700000.0,5412700000.0,2722900000.0,261500000.0,8135600000.0,1300000.0,21700000.0,6298600000.0,327800000.0,920000000.0,-6306700000.0,443700000.0,2276800000.0,2429600000.0,-150200000.0,2097000000.0,4567300000.0,28960695355.140186,1695300000.0,542200000.0,1136000000.0,934500000.0,472800000.0,499400000.0,277200000.0,217700000.0,858900000.0,1198100000.0,287800000.0,287800000.0,-13400000.0,59500000.0,1815400000.0,1527600000.0,617300000.0,-10600000.0,217700000.0,217700000.0,-43200000.0,150400000.0,-93400000.0,-356200000.0,-63900000.0,71203177.08333333,217700000.0,-111300000.0,-300500000.0,-19200000.0,357500000.0,56200000.0,107816635.51401868,-50600000.0,5100000.0,21800000.0,-50200000.0,-5100000.0,1247087705.357143,5289264636.384694
RMD,234.2100067139,0.30000000000000004,1.62,17.52,12.87,14.92,21200000.0,314000000.0,145720000.0,375400000.0,1643661000.0,1703118000.0,3026049000.0,172497000.0,4729167000.0,583000.0,77826000.0,3222064000.0,163774000.0,1922037000.0,-1840259000.0,196828000.0,276149000.0,624158000.0,-217003000.0,601719000.0,1586255000.0,46928000.0,728612000.0,601353000.0,793668000.0,506644000.0,173696000.0,12000000.0,258788000.0,203613000.0,176719000.0,517348000.0,261913000.0,261913000.0,-5360000.0,55175000.0,904015000.0,642102000.0,386667000.0,-3125000.0,203613000.0,203613000.0,-6600000.0,-293303000.0,-41874000.0,92970000.0,-14391000.0,4354000.0,203613000.0,-19129000.0,-195000.0,-4568000.0,-65657000.0,37460000.0,-3481000.0,-61189000.0,33704000.0,13077000.0,-27340000.0,150000000.0,1247087705.357143,34129082178.349506
ROL,34.9000015259,0.5700000000000001,0.29,34.21,14.72,14.74,2400000.0,292400000.0,492050000.0,402538000.0,102484000.0,803184000.0,1101629000.0,212478000.0,1904813000.0,492049000.0,48663000.0,524561000.0,99057000.0,665645000.0,-17465000.0,80253000.0,117655000.0,477496000.0,-17465000.0,382923000.0,373454000.0,28960695355.140186,33446000.0,180160000.0,49250000.0,26976000.0,38509000.0,18750000.0,127072000.0,93853000.0,194261000.0,344725000.0,126847000.0,126847000.0,-222000.0,33219000.0,650199000.0,523352000.0,305474000.0,225000.0,93853000.0,93853000.0,-311141535.35353535,0.0,-17521000.0,-66794000.0,-49002000.0,71203177.08333333,93853000.0,-10873000.0,-309000.0,-6264000.0,79706000.0,23617000.0,107816635.51401868,-39945000.0,-336094604.83870965,11238000.0,-6802000.0,-20000000.0,-6540000.0,17172545750.819096
ROP,461.1600036621,1.07,2.25,8.91,4.14,19.95,33300000.0,705100000.0,105480000.0,6588500000.0,2307800000.0,12150100000.0,11563800000.0,1545000000.0,23713900000.0,1100000.0,931100000.0,9455600000.0,1724800000.0,14094500000.0,-200700000.0,286000000.0,351500000.0,3121800000.0,-183100000.0,323800000.0,2421100000.0,28960695355.140186,-9119200000.0,962400000.0,7122600000.0,176100000.0,150800000.0,799200000.0,264700000.0,287800000.0,69500000.0,1018000000.0,420100000.0,420100000.0,-55900000.0,64800000.0,1512300000.0,1092200000.0,494300000.0,-155400000.0,199900000.0,287800000.0,-311141535.35353535,162500000.0,-100500000.0,-472600000.0,301243676.4705882,3700000.0,287800000.0,-1000000.0,-1082745008.3333333,-7400000.0,579500000.0,157100000.0,114800000.0,-59500000.0,-84500000.0,56100000.0,-10400000.0,-410000000.0,-6800000.0,48643157186.278305
SBNY,265.9100036621,1.1125609756097563,2.24,12.94,0.95,46.23,4817700000.0,1346056488.5496182,60630000.0,7987129705.426356,3751582000.0,100171600000.0,7679132000.0,8278249846.715328,107850739000.0,606000.0,1177331000.0,4069670000.0,13200000.0,10145954223.880596,-142726000.0,59168356000.0,28835657000.0,96669150000.0,-142726000.0,311427000.0,30053758000.0,18317198000.0,7679132000.0,6024967443.661972,3234118000.0,15874000.0,95566340000.0,150000000.0,327015000.0,241423000.0,174347000.0,508258000.0,0.0,333911000.0,-145599757.57575756,85592000.0,508258000.0,174347000.0,0.0,-6896000.0,241423000.0,232087000.0,-2238643000.0,0.0,-6368831000.0,10515662000.0,-255855000.0,654676000.0,241423000.0,3855687000.0,-1082745008.3333333,-22260245.61403509,-291144000.0,5328000.0,4089000.0,-42878000.0,-336094604.83870965,-277594000.0,-10611000.0,-100000000.0,10003864000.0,16122123522.033123
SEDG,300.6600036621,1.01,2.013416666666666,12.83,4.64,8.24,129900000.0,545700000.0,52520000.0,61639000.0,652109000.0,1414750000.0,1242083000.0,95167000.0,2656833000.0,5000.0,5566000.0,609104000.0,331551000.0,131757000.0,-19135000.0,28267000.0,526588000.0,405507000.0,-19135000.0,392658000.0,1552554000.0,489958000.0,1048687000.0,416244000.0,620808000.0,304713000.0,137621000.0,141000.0,60663000.0,53048000.0,50481000.0,172561000.0,66414000.0,66414000.0,-2413000.0,7615000.0,526404000.0,459990000.0,353843000.0,-5751000.0,53048000.0,53048000.0,-31248000.0,6360000.0,-61961000.0,1774000.0,25431000.0,1922000.0,53048000.0,2476000.0,-1082745008.3333333,879000.0,61784000.0,10100000.0,1151000.0,-416011386.7924528,-77567000.0,26238000.0,-31864000.0,166000.0,-314000.0,15790663392.333492
SJM,139.6900024414,0.31,3.78,7.0,4.31,7.31,26200000.0,548100000.0,108360000.0,5710000000.0,5553600000.0,7699500000.0,8266900000.0,314400000.0,15966400000.0,27100000.0,98600000.0,2955500000.0,1638900000.0,6017800000.0,-269300000.0,141500000.0,284300000.0,1664600000.0,-269300000.0,2108900000.0,1988200000.0,28960695355.140186,-3460900000.0,563200000.0,4309700000.0,1042100000.0,1006800000.0,1259538676.4705882,109600000.0,69700000.0,339000000.0,689900000.0,280100000.0,280100000.0,-39500000.0,39900000.0,2057100000.0,1777000000.0,1367200000.0,-170500000.0,69700000.0,69700000.0,-311141535.35353535,-7000000.0,11100000.0,-321600000.0,1500000.0,12200000.0,69700000.0,129000000.0,-200000.0,-200000.0,439700000.0,115200000.0,-1800000.0,-107000000.0,94900000.0,152500000.0,-117300000.0,-226100000.0,-500000.0,15136808664.550104
STT,75.8099975586,1.1125609756097563,2.13,10.06,0.86,22.33,3219800000.0,1346056488.5496182,365630000.0,1816000000.0,10699241944.88189,287261000000.0,25387000000.0,8278249846.715328,314624000000.0,504000000.0,2348000000.0,25238000000.0,45000000.0,7621000000.0,-355000000.0,59253000000.0,3631000000.0,273281000000.0,9654000000.0,2803000000.0,124140000000.0,118991000000.0,15950000000.0,3313000000.0,13311000000.0,3778022597.938144,255035000000.0,1259538676.4705882,730000000.0,697000000.0,1780000000.0,3060000000.0,0.0,815000000.0,-145599757.57575756,33000000.0,3060000000.0,2245000000.0,0.0,-85000000.0,697000000.0,662000000.0,-1646000000.0,0.0,-1694000000.0,-3508000000.0,3114000000.0,71203177.08333333,697000000.0,-975000000.0,-33000000.0,-22260245.61403509,4227000000.0,-94000000.0,5000000.0,-243000000.0,-336094604.83870965,418000000.0,-255000000.0,1104000000.0,-4336000000.0,27718409407.350918
SYF,37.7000007629,1.1125609756097563,0.88,32.03,4.4,44.59,159900000.0,1346056488.5496182,547260000.0,1168000000.0,9669000000.0,82093000000.0,12921000000.0,8278249846.715328,95748000000.0,1000000.0,4710000000.0,14245000000.0,228000000.0,1105000000.0,-10994000000.0,77720000000.0,8337000000.0,68107000000.0,-69000000.0,15228179797.202797,13047000000.0,2708000000.0,10648000000.0,6024967443.661972,13758000000.0,3778022597.938144,62270000000.0,749000000.0,1047000000.0,813000000.0,926000000.0,2169000000.0,0.0,1151000000.0,-145599757.57575756,234000000.0,2169000000.0,1018000000.0,0.0,-104000000.0,813000000.0,803000000.0,131000000.0,0.0,-5764000000.0,2546000000.0,588000000.0,71203177.08333333,813000000.0,-1214000000.0,-982000000.0,-22260245.61403509,2004000000.0,105000000.0,-127000000.0,-130000000.0,-336094604.83870965,653000000.0,-582493429.6296296,1744000000.0,1914000000.0,20631702417.504654
TAP,55.6100006104,1.06,0.34,-3.28,3.55,-4.46,28400000.0,556000000.0,200580000.0,13345600000.0,6963500000.0,14121000000.0,13275500000.0,40400000.0,27643500000.0,522100000.0,505500000.0,7395800000.0,3498300000.0,6151800000.0,-1605900000.0,987600000.0,616300000.0,3779800000.0,-1134500000.0,4238600000.0,2919900000.0,28960695355.140186,-6221900000.0,991600000.0,6685900000.0,806500000.0,3064000000.0,572500000.0,480600000.0,453000000.0,651900000.0,1193600000.0,541700000.0,541700000.0,-63700000.0,26800000.0,2822700000.0,2281000000.0,1629100000.0,-61100000.0,453800000.0,453000000.0,-311141535.35353535,0.0,-153000000.0,-1045700000.0,800000.0,100000.0,453000000.0,-692600000.0,-1082745008.3333333,-13100000.0,519200000.0,200300000.0,-22400000.0,-73700000.0,-336094604.83870965,-136600000.0,-151500000.0,-972100000.0,1247087705.357143,11154253922.434032
TMUS,132.9600067139,0.5,2.013416666666666,4.5,3.07,3.77,53099999.99999999,1574700000.0,1250000000.0,97339000000.0,73292000000.0,137461000000.0,69102000000.0,2294000000.0,206563000000.0,2716837500.0,1786000000.0,-2812000000.0,15313000000.0,12188000000.0,-1378000000.0,6061000000.0,6631000000.0,23499000000.0,-1365000000.0,70084000000.0,20891000000.0,28960695355.140186,-40425000000.0,9161000000.0,68570000000.0,2567000000.0,6499000000.0,5623000000.0,229000000.0,422000000.0,5165000000.0,11338000000.0,2301000000.0,2301000000.0,-834000000.0,-193000000.0,20785000000.0,18484000000.0,9447000000.0,-2072000000.0,422000000.0,422000000.0,-311141535.35353535,1794000000.0,-1912000000.0,1472000000.0,-278000000.0,71203177.08333333,422000000.0,2560000000.0,-8000000.0,-22260245.61403509,3000000000.0,3872000000.0,5000000.0,-416011386.7924528,-2344000000.0,237000000.0,-2929000000.0,1532000000.0,-52000000.0,166200008392.37497
TPR,33.7400016785,1.1125609756097563,0.25,28.75,9.63,12.85,62400000.0,1132700000.0,275140000.0,1370100000.0,3521500000.0,5002000000.0,2927400000.0,24500000.0,7929400000.0,2600000.0,82400000.0,-501000000.0,551400000.0,1285200000.0,-95700000.0,164300000.0,1257400000.0,1843700000.0,-95700000.0,2051300000.0,3058500000.0,28960695355.140186,272100000.0,474200000.0,1189100000.0,750000000.0,468200000.0,400000000.0,390100000.0,317900000.0,981300000.0,1457400000.0,476100000.0,476100000.0,-16400000.0,72200000.0,2141200000.0,1665100000.0,683800000.0,-86000000.0,317900000.0,317900000.0,11000000.0,32000000.0,-27300000.0,-605900000.0,129200000.0,19900000.0,317900000.0,4800000.0,-500900000.0,-8300000.0,646300000.0,48800000.0,107816635.51401868,-67900000.0,-48600000.0,99600000.0,-38300000.0,-1800000.0,-55200000.0,9283224061.82249
TRMB,67.4700012207,1.1125609756097563,2.013416666666666,15.43,5.4,15.65,20500000.0,373600000.0,251010000.0,473500000.0,1914400000.0,3121600000.0,3881800000.0,719200000.0,7003400000.0,300000.0,143400000.0,2107700000.0,559100000.0,3823600000.0,-140600000.0,770200000.0,513200000.0,1141200000.0,-140600000.0,375600000.0,1560500000.0,28960695355.140186,-415300000.0,580500000.0,1292800000.0,323400000.0,193400000.0,29100000.0,156700000.0,124000000.0,210700000.0,526500000.0,149000000.0,149000000.0,-15900000.0,32700000.0,901400000.0,752400000.0,374900000.0,7700000.0,124000000.0,124000000.0,-311141535.35353535,-700000.0,8100000.0,-140100000.0,17500000.0,1100000.0,124000000.0,28800000.0,-82700000.0,-5600000.0,166400000.0,44400000.0,-3200000.0,-416011386.7924528,-1500000.0,10800000.0,-10000000.0,-58400000.0,-100000.0,16935645006.407907
TRV,184.2400054932,0.78,3.46,12.92,2.51,10.64,226500000.0,256000000.0,246010000.0,2879000000.0,10699241944.88189,92232000000.0,28474000000.0,16681000000.0,120706000000.0,24084000000.0,12918000000.0,40438000000.0,10835000000.0,4005000000.0,-36048000000.0,5295000000.0,818000000.0,74207000000.0,1166000000.0,15228179797.202797,26779000000.0,81748000000.0,24160000000.0,8289000000.0,7190000000.0,3778022597.938144,57426000000.0,1259538676.4705882,786000000.0,662000000.0,1187000000.0,2060000000.0,873000000.0,873000000.0,-87000000.0,124000000.0,8805000000.0,7932000000.0,6745000000.0,-87000000.0,662000000.0,657000000.0,-1728000000.0,492000000.0,-1637000000.0,-770000000.0,-502000000.0,50000000.0,662000000.0,129000000.0,-601000000.0,-7000000.0,2543000000.0,212000000.0,92000000.0,-219000000.0,256000000.0,142000000.0,-582493429.6296296,-377467239.6694215,1247087705.357143,45324883751.382126
TSN,95.4499969482,1.1125609756097563,1.78,18.41,8.4,6.48,68700000.0,552900000.0,293070000.0,6519000000.0,4486000000.0,18455000000.0,17723000000.0,1981000000.0,36309000000.0,45000000.0,533000000.0,17502000000.0,3481000000.0,10549000000.0,-4310000000.0,942000000.0,2507000000.0,6325000000.0,-172000000.0,8368000000.0,9822000000.0,109000000.0,655000000.0,2400000000.0,8281000000.0,4382000000.0,2225000000.0,1067000000.0,1835000000.0,1355000000.0,480000000.0,2541000000.0,2061000000.0,2061000000.0,-103000000.0,477000000.0,12811000000.0,10750000000.0,10270000000.0,-226000000.0,1358000000.0,1355000000.0,-311141535.35353535,351000000.0,841000000.0,-1189000000.0,705000000.0,8000000.0,1355000000.0,829000000.0,-17000000.0,-7000000.0,1184000000.0,300000000.0,3000000.0,-159000000.0,-508000000.0,-881000000.0,-350000000.0,-1012000000.0,-9000000.0,27973530605.608974
TWTR,45.0800018311,1.1125609756097563,2.013416666666666,-2.42,1.61,-3.77,92899999.99999999,759800000.0,799610000.0,46702000.0,8468708000.0,7416714000.0,7172631000.0,944201000.0,14589345000.0,4000.0,32981000.0,-1183996000.0,70291000.0,1293826000.0,-112085000.0,1250674000.0,3473865000.0,2114981000.0,-106794000.0,3169409000.0,8649234000.0,179500000.0,5832103000.0,1014208000.0,4250678000.0,3778022597.938144,207912000.0,1259538676.4705882,-727082000.0,-536757000.0,451933000.0,799338000.0,23153000.0,23153000.0,-13284000.0,-190325000.0,1283817000.0,1260664000.0,484479000.0,-750235000.0,-536757000.0,-536757000.0,554227000.0,17883000.0,93076000.0,-1129621000.0,901825000.0,51000.0,-536757000.0,-651957000.0,-175672000.0,-4392000.0,388980000.0,133448000.0,-52000000.0,-416011386.7924528,-69139000.0,-58280000.0,-411227000.0,-954000000.0,1247087705.357143,36046420264.16587
TXT,68.6500015259,1.1125609756097563,0.08,11.8,3.52,6.02,88699999.99999999,608700000.0,220420000.0,7987129705.426356,1863000000.0,9012000000.0,6815000000.0,1811000000.0,15827000000.0,28000000.0,301000000.0,5870000000.0,1680000000.0,2149000000.0,-946000000.0,2653000000.0,1922000000.0,3399000000.0,-789000000.0,2912000000.0,8046000000.0,28960695355.140186,4666000000.0,1555000000.0,3179000000.0,3468000000.0,786000000.0,6000000.0,247000000.0,207000000.0,286000000.0,443000000.0,157000000.0,157000000.0,-145599757.57575756,40000000.0,3322000000.0,3165000000.0,2879000000.0,90000000.0,207000000.0,207000000.0,-311141535.35353535,12000000.0,-154000000.0,-334000000.0,-60000000.0,11000000.0,207000000.0,-65000000.0,-335000000.0,-2000000.0,425000000.0,105000000.0,17000000.0,-4000000.0,-66000000.0,33000000.0,-171000000.0,-6000000.0,1247087705.357143,15131833336.338877
